,Code,Name,Geography,Area (sq km),Estimated Population mid-2022,2022 people per sq. km,Estimated Population mid-2011,2011 people per sq. km,latitude,longitude
286,E10000030,Surrey,County,1662.5175,1214540,731,1135367,683,,
287,E07000207,Elmbridge,Non-metropolitan District,95.0521,140024,1473,131428,1383,51.3766,-0.3373
288,E07000208,Epsom and Ewell,Non-metropolitan District,34.0791,81184,2382,75191,2206,51.3353,-0.2624
289,E07000209,Guildford,Non-metropolitan District,270.9311,145673,538,137580,508,51.2334,-0.732
290,E07000210,Mole Valley,Non-metropolitan District,258.3213,87769,340,85637,332,51.2992,-0.3901
291,E07000211,Reigate and Banstead,Non-metropolitan District,129.1439,153629,1190,138375,1071,51.2897,-0.1435
292,E07000212,Runnymede,Non-metropolitan District,78.0407,88524,1134,80501,1032,51.3623,-0.5711
293,E07000213,Spelthorne,Non-metropolitan District,44.888000000000005,103551,2307,95852,2135,51.3878,-0.4276
294,E07000214,Surrey Heath,Non-metropolitan District,95.09299999999999,91237,959,86378,908,51.284,-0.7139
295,E07000215,Tandridge,Non-metropolitan District,248.19459999999998,88707,357,83178,335,51.3077,-0.0832
296,E07000216,Waverley,Non-metropolitan District,345.17019999999997,130063,377,121754,353,51.2118,-0.7687
297,E07000217,Woking,Non-metropolitan District,63.603500000000004,104179,1638,99493,1564,51.3177,-0.5559
298,E10000032,West Sussex,County,1991.0517000000002,892336,448,808919,406,,
299,E07000223,Adur,Non-metropolitan District,42.0656,64688,1538,61334,1458,50.8349,-0.3577
300,E07000224,Arun,Non-metropolitan District,220.99099999999999,166366,753,149811,678,50.8132,-0.4408
301,E07000225,Chichester,Non-metropolitan District,786.195,126103,160,113995,145,50.8672,-0.656
302,E07000226,Crawley,Non-metropolitan District,44.971199999999996,119509,2657,107053,2380,51.1169,-0.1882
303,E07000227,Horsham,Non-metropolitan District,530.2785,148696,280,131540,248,50.9078,-0.5308
304,E07000228,Mid Sussex,Non-metropolitan District,334.0295,154930,464,140188,420,50.8798,-0.2103
305,E07000229,Worthing,Non-metropolitan District,32.520900000000005,112044,3445,104998,3229,50.8141,-0.3707
306,E12000009,SOUTH WEST,Region,23835.9571,5764881,242,5300831,222,,
307,E06000022,Bath and North East Somerset,Unitary Authority,345.8783,195618,566,175538,508,51.3788,-2.3556
308,E06000058,"Bournemouth, Christchurch and Poole",Unitary Authority,162.07,401898,2480,379441,2341,50.7458,-1.9048
309,E06000023,"Bristol, City of",Unitary Authority,109.66680000000001,479024,4368,428074,3903,51.4914,-2.5948
310,E06000052,Cornwall,Unitary Authority,3545.4344,575413,162,533760,151,50.7547,-4.457
311,E06000059,Dorset,Unitary Authority,2490.9567,383274,154,365897,147,50.6411,-2.4809
312,E06000053,Isles of Scilly,Unitary Authority,16.3177,2281,140,2224,136,49.9225,-6.2831
313,E06000024,North Somerset,Unitary Authority,373.7493,219145,586,203091,543,51.4155,-2.6292
314,E06000026,Plymouth,Unitary Authority,79.8496,266862,3342,256589,3213,50.3711,-4.1387
315,E06000066,Somerset,Unitary Authority,3450.2893,576852,167,531581,154,51.0234,-3.1096
316,E06000025,South Gloucestershire,Unitary Authority,497.05080000000004,294765,593,263417,530,51.4354,-2.376
317,E06000030,Swindon,Unitary Authority,230.09330000000003,235657,1024,209709,911,51.5651,-1.7832
318,E06000027,Torbay,Unitary Authority,62.8869,139479,2218,131193,2086,50.463,-3.5256
319,E06000054,Wiltshire,Unitary Authority,3255.3379999999997,515885,158,474319,146,51.2566,-2.2474
320,E10000008,Devon,County,6563.8439,826319,126,747709,114,,
321,E07000040,East Devon,Non-metropolitan District,814.2384,154500,190,133272,164,50.7348,-2.9555
322,E07000041,Exeter,Non-metropolitan District,47.033100000000005,134939,2869,117063,2489,50.7228,-3.5319
323,E07000042,Mid Devon,Non-metropolitan District,912.9008,83786,92,77936,85,50.8785,-3.178
324,E07000043,North Devon,Non-metropolitan District,1085.8924,100505,93,93976,87,50.9172,-3.7036
325,E07000044,South Hams,Non-metropolitan District,886.5469,89812,101,83563,94,50.5372,-3.8781
326,E07000045,Teignbridge,Non-metropolitan District,673.7596000000001,135952,202,124271,184,50.6904,-3.5334
327,E07000046,Torridge,Non-metropolitan District,983.8005,68635,70,63973,65,50.9094,-3.9137
328,E07000047,West Devon,Non-metropolitan District,1159.6722,58190,50,53655,46,50.7572,-3.8448
329,E10000013,Gloucestershire,County,2652.5321000000004,652409,246,598289,226,,
330,E07000078,Cheltenham,Non-metropolitan District,46.596000000000004,119434,2563,115645,2482,51.8936,-2.0774
331,E07000079,Cotswold,Non-metropolitan District,1164.5244,91311,78,83180,71,51.6485,-2.3039
332,E07000080,Forest of Dean,Non-metropolitan District,525.9019999999999,87937,167,82200,156,51.8025,-2.4502
333,E07000081,Gloucester,Non-metropolitan District,40.553000000000004,133522,3293,121921,3006,51.8651,-2.2437
334,E07000082,Stroud,Non-metropolitan District,460.5423,123205,268,113074,246,51.7442,-2.2836
335,E07000083,Tewkesbury,Non-metropolitan District,414.4144,97000,234,82269,199,51.906,-2.2885
336,W92000004,WALES,Country,20736.518,3131640,151,3063758,148,,
337,W06000001,Isle of Anglesey,Unitary Authority,712.0650999999999,69049,97,69913,98,53.2634,-4.0926
338,W06000002,Gwynedd,Unitary Authority,2535.1434,117591,46,121523,48,52.9716,-3.4518
339,W06000003,Conwy,Unitary Authority,1125.8225,114290,102,115326,102,53.1786,-3.4875
340,W06000004,Denbighshire,Unitary Authority,836.9177000000001,96558,115,93919,112,53.1116,-3.192
341,W06000005,Flintshire,Unitary Authority,439.8302,155319,353,152666,347,53.1938,-2.9298
342,W06000006,Wrexham,Unitary Authority,503.7737,135394,269,135070,268,53.0489,-3.0001
343,W06000023,Powys,Unitary Authority,5180.6708,133891,26,133071,26,51.7936,-3.527
344,W06000008,Ceredigion,Unitary Authority,1784.9805999999999,71610,40,75293,42,52.0412,-4.4589
345,W06000009,Pembrokeshire,Unitary Authority,1618.3444,124367,77,122613,76,51.7718,-4.6511
346,W06000010,Carmarthenshire,Unitary Authority,2370.2764,189117,80,183961,78,51.7553,-4.1173
347,W06000011,Swansea,Unitary Authority,377.61449999999996,241282,639,238691,632,51.648,-3.9236
348,W06000012,Neath Port Talbot,Unitary Authority,441.24449999999996,142158,322,139880,317,51.5383,-3.7006
349,W06000013,Bridgend,Unitary Authority,250.7854,146136,583,139410,556,51.507,-3.5793
350,W06000014,Vale of Glamorgan,Unitary Authority,331.1487,133492,403,126679,383,51.4006,-3.2702
351,W06000015,Cardiff,Unitary Authority,140.9144,372089,2641,345442,2451,51.4791,-3.1781
352,W06000016,Rhondda Cynon Taf,Unitary Authority,424.1501,239018,564,234373,553,51.541,-3.2645
353,W06000024,Merthyr Tydfil,Unitary Authority,111.4462,58883,528,58851,528,51.7564,-3.443
354,W06000018,Caerphilly,Unitary Authority,277.3877,176130,635,178782,645,51.5617,-3.1523
355,W06000019,Blaenau Gwent,Unitary Authority,108.728,67014,616,69812,642,51.6826,-3.1267
356,W06000020,Torfaen,Unitary Authority,125.6984,92860,739,91190,725,51.688,-3.1102
357,W06000021,Monmouthshire,Unitary Authority,849.1441,93886,111,91508,108,51.8081,-2.6783
358,W06000022,Newport,Unitary Authority,190.4312,161506,848,145785,766,51.5334,-3.065
359,S92000003,SCOTLAND,Country,77900.9307,5447700,70,5299900,68,,
360,S12000033,Aberdeen City,Council Area,185.5713,224190,1208,222460,1199,57.1496,-2.0969
361,S12000034,Aberdeenshire,Council Area,6312.6277,263750,42,253650,40,57.0889,-2.1075
362,S12000041,Angus,Council Area,2181.4523,114660,53,116200,53,56.7849,-2.5703
363,S12000035,Argyll and Bute,Council Area,6906.8251,87920,13,88930,13,56.4376,-4.8104
364,S12000036,City of Edinburgh,Council Area,263.395,514990,1955,477940,1815,55.9292,-3.2089
365,S12000005,Clackmannanshire,Council Area,159.185,51750,325,51500,324,56.1164,-3.7937
366,S12000006,Dumfries and Galloway,Council Area,6425.834699999999,145770,23,151410,24,55.3346,-3.4448
367,S12000042,Dundee City,Council Area,59.8005,148350,2481,147200,2462,56.4622,-2.9736
368,S12000008,East Ayrshire,Council Area,1262.1315,120390,95,122690,97,55.7172,-4.3824
369,S12000045,East Dunbartonshire,Council Area,174.4891,108980,625,105000,602,55.899,-4.1945
370,S12000010,East Lothian,Council Area,679.2405,112450,166,99920,147,55.9431,-3.056
371,S12000011,East Renfrewshire,Council Area,174.24740000000003,97160,558,90810,521,55.8007,-4.277
372,S12000014,Falkirk,Council Area,297.1374,158450,533,156250,526,55.9699,-3.6512
373,S12000047,Fife,Council Area,1325.1903,371340,280,365300,276,56.4401,-2.9418
374,S12000049,Glasgow City,Council Area,174.6221,622820,3567,593060,3396,55.8749,-4.307
375,S12000017,Highland,Council Area,25653.0881,235710,9,232730,9,57.2781,-3.4591
376,S12000018,Inverclyde,Council Area,160.4385,78340,488,81220,506,55.8677,-4.6257
377,S12000019,Midlothian,Council Area,353.68230000000005,97030,274,83450,236,55.8781,-3.1886
378,S12000020,Moray,Council Area,2237.5557,94280,42,93470,42,57.4066,-3.364
379,S12000013,Na h-Eileanan Siar,Council Area,3055.5359000000003,26120,9,27690,9,58.2088,-6.3863
380,S12000021,North Ayrshire,Council Area,885.2845,133490,151,138090,156,55.7591,-4.5416
381,S12000050,North Lanarkshire,Council Area,469.99150000000003,340930,725,337720,719,55.8072,-3.7388
382,S12000023,Orkney Islands,Council Area,990.4889999999999,22020,22,21420,22,58.9833,-2.9607
383,S12000048,Perth and Kinross,Council Area,5285.6047,151120,29,146850,28,56.4608,-3.0583
384,S12000038,Renfrewshire,Council Area,261.49080000000004,184340,705,174700,668,55.8763,-4.3635
385,S12000026,Scottish Borders,Council Area,4731.7677,116820,25,113880,24,55.1128,-2.8544
386,S12000027,Shetland Islands,Council Area,1467.4775,23020,16,23240,16,60.1532,-1.1416
387,S12000028,South Ayrshire,Council Area,1222.2264,111560,91,112980,92,55.17,-4.5851
388,S12000029,South Lanarkshire,Council Area,1771.8859,327430,185,313900,177,55.7092,-3.438
389,S12000030,Stirling,Council Area,2186.1581,92530,42,90330,41,56.1865,-3.9635
390,S12000039,West Dunbartonshire,Council Area,158.7649,88270,556,90610,571,55.8938,-4.3831
391,S12000040,West Lothian,Council Area,427.7393,181720,425,175300,410,55.8873,-3.4209
392,N92000002,NORTHERN IRELAND,Country,13546.6539,1910543,141,1814318,134,,
393,N09000001,Antrim and Newtownabbey,Local Government District,571.4315,146148,256,138651,243,54.6336,-6.0494
394,N09000011,Ards and North Down,Local Government District,458.3476,164223,358,156943,342,54.6193,-5.7889
395,N09000002,"Armagh City, Banbridge and Craigavon",Local Government District,1331.6752,220271,165,200298,150,54.415,-6.152
396,N09000003,Belfast,Local Government District,132.9638,348005,2617,333895,2511,54.5657,-5.9737
397,N09000004,Causeway Coast and Glens,Local Government District,1979.5816,141316,71,140907,71,55.0751,-6.056
398,N09000005,Derry City and Strabane,Local Government District,1237.3,150836,122,148191,120,54.9882,-7.3185
399,N09000006,Fermanagh and Omagh,Local Government District,2835.9389,116994,41,113501,40,54.4852,-7.125
400,N09000007,Lisburn and Castlereagh,Local Government District,503.57599999999996,149915,298,135280,269,54.5886,-5.7802
401,N09000008,Mid and East Antrim,Local Government District,1044.5278,139200,133,135365,130,54.7156,-5.8954
402,N09000009,Mid Ulster,Local Government District,1823.0343,151001,83,139011,76,54.7582,-6.4636
403,N09000010,"Newry, Mourne and Down",Local Government District,1628.2772,182634,112,172276,106,54.4587,-5.6685
